"","chromosome_name","start_position","end_position","hgnc_symbol"
"2127","10",116663696,116670264,"C10orf82"
"2128","10",122930901,122954311,"C10orf88"
"2129","10",126424997,126798708,"C10orf90"
"2130","10",102449837,102451543,"C10orf95"
"2131","10",84173801,84185294,"C10orf99"
"2132","11",111878935,111885975,"C11orf1"
"2133","11",8920076,8933006,"C11orf16"
"2134","11",2295628,2303049,"C11orf21"
"2135","11",68261338,68272001,"C11orf24"
"2136","11",4571423,4577820,"C11orf40"
"2137","11",6205557,6211135,"C11orf42"
"2138","11",111918032,111926871,"C11orf52"
"2139","11",93741591,93764749,"C11orf54"
"2140","11",16613132,16758340,"C11orf58"
"2141","11",108308519,108467531,"C11orf65"
"2142","11",65916810,65919062,"C11orf68"
"2143","11",114391443,114400511,"C11orf71"
"2144","11",66744451,66843516,"C11orf80"
"2145","11",66975277,66977009,"C11orf86"
"2146","11",109422190,109429167,"C11orf87"
"2147","11",33698261,33700826,"C11orf91"
"2148","11",45906513,45907272,"C11orf94"
"2149","11",43942637,43943878,"C11orf96"
"2150","11",94512461,94532123,"C11orf97"
"2151","11",62662817,62665210,"C11orf98"
"2152","12",88033846,88050160,"C12orf29"
"2153","12",4487735,4538508,"C12orf4"
"2154","12",39626167,39908300,"C12orf40"
"2155","12",103237591,103495978,"C12orf42"
"2156","12",121000486,121016502,"C12orf43"
"2157","12",87980035,88034037,"C12orf50"
"2158","12",48482498,48496524,"C12orf54"
"2159","12",64264762,64390758,"C12orf56"
"2160","12",6942978,6946003,"C12orf57"
"2161","12",14803666,14906586,"C12orf60"
"2162","12",27081057,27082578,"C12orf71"
"2163","12",103940763,103965708,"C12orf73"
"2164","12",105235290,105396097,"C12orf75"
"2165","12",110027028,110073636,"C12orf76"
"2166","13",51082119,51200252,"C13orf42"
"2167","14",23095505,23100456,"C14orf119"
"2168","14",96039362,96093971,"C14orf132"
"2169","14",77760834,77769742,"C14orf178"
"2170","CHR_HSCHR14_2_CTG1",104586828,104597659,"C14orf180"
"2171","14",104579764,104590515,"C14orf180"
"2172","14",44897275,44907257,"C14orf28"
"2173","14",60396469,60515543,"C14orf39"
"2174","14",22985894,23010166,"C14orf93"
"2175","15",92471654,92501117,"C15orf32"
"2176","15",75195643,75212169,"C15orf39"
"2177","15",82988441,83011641,"C15orf40"
"2178","15",45430579,45448761,"C15orf48"
"2179","15",67521131,67530146,"C15orf61"
"2180","15",40769980,40772449,"C15orf62"
"2181","16",81053497,81077267,"C16orf46"
"2182","16",29742463,29745990,"C16orf54"
"2183","16",9091644,9121635,"C16orf72"
"2184","16",85690084,85751129,"C16orf74"
"2185","16",49373804,49399431,"C16orf78"
"2186","16",27066927,27069166,"C16orf82"
"2187","16",67666814,67668757,"C16orf86"
"2188","16",46796603,46831180,"C16orf87"
"2189","16",5044122,5066110,"C16orf89"
"2190","16",3493484,3495489,"C16orf90"
"2191","16",1419752,1420756,"C16orf91"
"2192","16",30023198,30027736,"C16orf92"
"2193","16",87083562,87317420,"C16orf95"
"2194","16",4556340,4600758,"C16orf96"
"2195","17",6651762,6693202,"C17orf100"
"2196","17",4899418,4902934,"C17orf107"
"2197","17",42038232,42050601,"C17orf113"
"2198","17",7014495,7017525,"C17orf49"
"2199","17",35760887,35765079,"C17orf50"
"2200","17",67991099,67996469,"C17orf58"
"2201","17",60392429,60431426,"C17orf64"
"2202","17",56791913,56838773,"C17orf67"
"2203","17",32324565,32350023,"C17orf75"
"2204","CHR_HSCHR17_7_CTG4",37377461,37394195,"C17orf78"
"2205","17",37375985,37392708,"C17orf78"
"2206","17",73232233,73248959,"C17orf80"
"2207","CHR_HG2285_HG106_HG2252_PATCH",410325,431062,"C17orf97"
"2208","17",410325,431062,"C17orf97"
"2209","CHR_HSCHR17_7_CTG4",38635875,38642242,"C17orf98"
"2210","17",38835086,38841438,"C17orf98"
"2211","17",78146385,78166297,"C17orf99"
"2212","18",13239543,13242076,"C18orf15"
"2213","18",35972625,35979286,"C18orf21"
"2214","18",46173553,46266992,"C18orf25"
"2215","18",49477243,49487252,"C18orf32"
"2216","18",54357906,54385218,"C18orf54"
"2217","18",74315839,74359189,"C18orf63"
"2218","19",29698937,29715789,"C19orf12"
"2219","19",57958437,57974534,"C19orf18"
"2220","19",1461143,1479219,"C19orf25"
"2221","19",38304164,38305006,"C19orf33"
"2222","19",10836575,10869790,"C19orf38"
"2223","19",16496394,16521352,"C19orf44"
"2224","19",40319536,40348527,"C19orf47"
"2225","19",50797687,50804929,"C19orf48"
"2226","19",13774456,13778773,"C19orf53"
"2227","19",40740856,40751553,"C19orf54"
"2228","CHR_HG109_PATCH",14081624,14085875,"C19orf67"
"2229","19",14081624,14085875,"C19orf67"
"2230","19",49118402,49119143,"C19orf73"
"2231","19",50649445,50659310,"C19orf81"
"2232","19",51388289,51390591,"C19orf84"
"2233","2",68041130,68110948,"C1D"
"2234","7",7156934,7248616,"C1GALT1"
"2235","CHR_HG439_PATCH",120625674,120630054,"C1GALT1C1"
"2236","X",120625674,120630054,"C1GALT1C1"
"2237","2",43675151,43676429,"C1GALT1C1L"
"2238","1",244352635,244389663,"C1orf100"
"2239","1",172420685,172468831,"C1orf105"
"2240","1",37681570,37692249,"C1orf109"
"2241","1",169662007,169854080,"C1orf112"
"2242","1",220690363,220699153,"C1orf115"
"2243","1",207018522,207032756,"C1orf116"
"2244","1",37806979,37809454,"C1orf122"
"2245","1",10946471,10982076,"C1orf127"
"2246","1",231223763,231241187,"C1orf131"
"2247","1",67092165,67231853,"C1orf141"
"2248","1",92217915,92245813,"C1orf146"
"2249","1",1081818,1116361,"C1orf159"
"2250","1",111473792,111478512,"C1orf162"
"2251","1",11761787,11789585,"C1orf167"
"2252","1",3889125,3900293,"C1orf174"
"2253","1",51102221,51148086,"C1orf185"
"2254","1",230837119,230869589,"C1orf198"
"2255","1",184387029,184629019,"C1orf21"
"2256","1",43281877,43285617,"C1orf210"
"2257","1",35713877,35718894,"C1orf216"
"2258","1",178542752,178548889,"C1orf220"
"2259","1",162378841,162386812,"C1orf226"
"2260","1",228100726,228105411,"C1orf35"
"2261","1",154206696,154220637,"C1orf43"
"2262","1",42767245,42779491,"C1orf50"
"2263","1",85249953,85259672,"C1orf52"
"2264","1",197902630,197907367,"C1orf53"
"2265","1",150268200,150280916,"C1orf54"
"2266","1",151047751,151051986,"C1orf56"
"2267","1",152719522,152720470,"C1orf68"
"2268","1",209779208,209784559,"C1orf74"
"2269","1",59987269,60073770,"C1orf87"
"2270","1",34166883,34219131,"C1orf94"
"2271","1",22635077,22639678,"C1QA"
"2272","1",22652762,22661637,"C1QB"
"2273","17",5432777,5448830,"C1QBP"
"2274","1",22643014,22648110,"C1QC"
"2275","17",44959693,44968303,"C1QL1"
"2276","2",119156243,119158751,"C1QL2"
"2277","10",16513734,16521879,"C1QL3"
"2278","12",49332409,49337188,"C1QL4"
"2279","17",79022814,79049788,"C1QTNF1"
"2280","17",79018131,79027673,"C1QTNF1-AS1"
"2281","1",1242446,1246722,"C1QTNF12"
"2282","5",160347754,160370641,"C1QTNF2"
"2283","5",34017858,34043213,"C1QTNF3"
"2284","5",33987174,34124528,"C1QTNF3-AMACR"
"2285","CHR_HG2114_PATCH",47589667,47594411,"C1QTNF4"
"2286","11",47589667,47594411,"C1QTNF4"
"2287","11",119338942,119340940,"C1QTNF5"
"2288","22",37180166,37199385,"C1QTNF6"
"2289","4",15339818,15446167,"C1QTNF7"
"2290","16",1088226,1096244,"C1QTNF8"
"2291","13",24307166,24322535,"C1QTNF9"
"2292","13",23891099,23897502,"C1QTNF9B"
"2293","CHR_HG1398_PATCH",7080214,7091771,"C1R"
"2294","12",7080214,7092540,"C1R"
"2295","CHR_HG1398_PATCH",7088818,7108469,"C1RL"
"2296","12",7089587,7109238,"C1RL"
"2297","CHR_HG1398_PATCH",7107283,7121732,"C1RL-AS1"
"2298","12",7108052,7122524,"C1RL-AS1"
"2299","12",6988259,7071032,"C1S"
"2300","CHR_HSCHR6_MHC_DBB_CTG1",31879966,31927861,"C2"
"2301","CHR_HSCHR6_MHC_QBL_CTG1",31888164,31936056,"C2"
"2302","CHR_HSCHR6_MHC_MANN_CTG1",31959563,31985058,"C2"
"2303","CHR_HSCHR6_MHC_SSTO_CTG1",31912644,31938328,"C2"
"2304","CHR_HSCHR6_MHC_MCF_CTG1",31974264,32022117,"C2"
"2305","CHR_HSCHR6_MHC_COX_CTG1",31885329,31933220,"C2"
"2306","6",31897785,31945673,"C2"
"2307","6",31934474,31941724,"C2-AS1"
"2308","20",2814987,2815833,"C20orf141"
"2309","20",33662327,33665619,"C20orf144"
"2310","20",35523186,35529652,"C20orf173"
"2311","20",1203454,1209076,"C20orf202"
"2312","20",32631625,32673941,"C20orf203"
"2313","20",64034344,64039962,"C20orf204"
"2314","20",3753508,3767781,"C20orf27"
"2315","20",58150902,58161150,"C20orf85"
"2316","20",270863,290778,"C20orf96"
"2317","21",46300181,46323875,"C21orf58"
"2318","CHR_HSCHR21_3_CTG1_1",32793564,32813728,"C21orf62"
"2319","21",32790673,32813743,"C21orf62"
"2320","CHR_HSCHR21_3_CTG1_1",32772100,32798969,"C21orf62-AS1"
"2321","21",32772100,33019751,"C21orf62-AS1"
"2322","21",17788974,17819386,"C21orf91"
"2323","21",17763315,17792523,"C21orf91-OT1"
"2324","CHR_HSCHR22_1_CTG7",23764087,23765861,"C22orf15"
"2325","22",23762990,23765863,"C22orf15"
"2326","22",37943050,37953669,"C22orf23"
"2327","22",29058672,29061831,"C22orf31"
"2328","22",19351368,19447711,"C22orf39"
"2329","22",32149006,32159322,"C22orf42"
"2330","22",41688877,41698136,"C22orf46"
"2331","21",41885112,41954018,"C2CD2"
"2332","11",119102198,119118544,"C2CD2L"
"2333","11",74012718,74171210,"C2CD3"
"2334","15",62066977,62070917,"C2CD4A"
"2335","15",62163535,62165285,"C2CD4B"
"2336","19",405445,409147,"C2CD4C"
"2337","1",151837818,151840557,"C2CD4D"
"2338","12",22448583,22544546,"C2CD5"
"2339","2",201487421,201619178,"C2CD6"
"2340","2",99141707,99151669,"C2orf15"
"2341","2",27537386,27582722,"C2orf16"
"2342","2",131647990,131767404,"C2orf27A"
"2343","2",70149885,70248615,"C2orf42"
"2344","2",105337532,105349211,"C2orf49"
"2345","2",11133128,11151317,"C2orf50"
"2346","2",196804417,196809355,"C2orf66"
"2347","2",85605254,85612066,"C2orf68"
"2348","2",199911293,199955935,"C2orf69"
"2349","2",231037523,231049719,"C2orf72"
"2350","2",54330034,54383742,"C2orf73"
"2351","2",61145068,61164828,"C2orf74"
"2352","2",119302225,119366834,"C2orf76"
"2353","2",73784183,73817148,"C2orf78"
"2354","2",208165343,208190030,"C2orf80"
"2355","2",74414176,74421619,"C2orf81"
"2356","2",227632969,227648606,"C2orf83"
"2357","2",189879609,190203484,"C2orf88"
"2358","2",97664217,97703066,"C2orf92"
"2359","19",6677704,6730562,"C3"
"2360","12",8056844,8066359,"C3AR1"
"2361","3",62319015,62336213,"C3orf14"
"2362","3",50558025,50571027,"C3orf18"
"2363","3",14675141,14773036,"C3orf20"
"2364","3",126526999,126558965,"C3orf22"
"2365","3",155762617,155806278,"C3orf33"
"2366","3",133928145,133929812,"C3orf36"
"2367","3",88149959,88168729,"C3orf38"
"2368","3",63819299,63848636,"C3orf49"
"2369","CHR_HSCHR3_6_CTG2_1",112086335,112131004,"C3orf52"
"2370","3",112086335,112131004,"C3orf52"
"2371","3",127193131,127198185,"C3orf56"
"2372","3",49268596,49277232,"C3orf62"
"2373","3",185076838,185153060,"C3orf70"
"2374","3",160225422,160228213,"C3orf80"
"2375","3",49177634,49191858,"C3orf84"
"2376","3",109118252,109151401,"C3orf85"
"2377","3",44421127,44439946,"C3orf86"
"2378","19",10037803,10074135,"C3P1"
"2379","19",10041841,10074770,"C3P1"
"2380","CHR_HSCHR6_MHC_MCF_CTG1",32091205,32111862,"C4A"
"2381","CHR_HSCHR6_MHC_DBB_CTG1",31964204,31984862,"C4A"
"2382","CHR_HSCHR6_MHC_QBL_CTG1",31972402,31993060,"C4A"
"2383","6",31982057,32002681,"C4A"
"2384","CHR_HSCHR6_MHC_MCF_CTG1",32058468,32058494,"C4B"
"2385","CHR_HSCHR6_MHC_SSTO_CTG1",32007416,32028073,"C4B"
"2386","CHR_HSCHR6_MHC_DBB_CTG1",31996944,32011233,"C4B"
"2387","CHR_HSCHR6_MHC_COX_CTG1",31969570,31983859,"C4B"
"2388","6",32014795,32035418,"C4B"
"2389","1",207104233,207144972,"C4BPA"
"2390","1",207088860,207099993,"C4BPB"
"2391","CHR_HSCHR6_MHC_SSTO_CTG1",31974678,31995335,"C4B_2"
"2392","4",99511012,99542303,"C4orf17"
"2393","4",37453925,37623495,"C4orf19"
"2394","4",119296419,119304445,"C4orf3"
"2395","4",129093317,129116640,"C4orf33"
"2396","4",86876205,86892422,"C4orf36"
"2397","4",158893134,159038760,"C4orf45"
"2398","4",158666675,158672255,"C4orf46"
"2399","4",185426249,185449826,"C4orf47"
"2400","4",2041995,2043964,"C4orf48"
"2401","4",145680146,145771032,"C4orf51"
"2402","4",99636529,99657828,"C4orf54"
"2403","9",120932987,121075195,"C5"
"2404","19",47290023,47322066,"C5AR1"
"2405","19",47332175,47347329,"C5AR2"
"2406","5",133955510,133968674,"C5orf15"
"2407","5",31532287,31555053,"C5orf22"
"2408","5",134845680,134859735,"C5orf24"
"2409","5",43486709,43515148,"C5orf34"
"2410","5",2752131,2755397,"C5orf38"
"2411","5",147880726,147906538,"C5orf46"
"2412","5",173973779,174006140,"C5orf47"
"2413","5",7830378,7851151,"C5orf49"
"2414","5",157671533,157680158,"C5orf52"
"2415","5",170232447,170252575,"C5orf58"
"2416","5",179641544,179645046,"C5orf60"
"2417","5",127045235,127073506,"C5orf63"
"2418","5",61610424,61793401,"C5orf64"
"2419","5",61732774,61735715,"C5orf64-AS1"
"2420","5",56511567,56606232,"C5orf67"
"2421","5",41142116,41261438,"C6"
"2422","6",165279664,165309605,"C6orf118"
"2423","6",169702126,169706360,"C6orf120"
"2424","6",42092233,42142620,"C6orf132"
"2425","CHR_HSCHR6_MHC_MCF_CTG1",30725496,30731566,"C6orf136"
"2426","CHR_HSCHR6_MHC_COX_CTG1",30636880,30642942,"C6orf136"
"2427","CHR_HSCHR6_MHC_MANN_CTG1",30691675,30697740,"C6orf136"
"2428","CHR_HSCHR6_MHC_SSTO_CTG1",30639263,30645325,"C6orf136"
"2429","CHR_HSCHR6_MHC_DBB_CTG1",30637275,30643339,"C6orf136"
"2430","CHR_HSCHR6_MHC_QBL_CTG1",30636534,30642598,"C6orf136"
"2431","6",30647039,30653210,"C6orf136"
"2432","6",49550666,49561907,"C6orf141"
"2433","CHR_HSCHR6_MHC_QBL_CTG1",31103629,31104965,"C6orf15"
"2434","CHR_HSCHR6_MHC_MANN_CTG1",31156133,31157469,"C6orf15"
"2435","CHR_HSCHR6_MHC_DBB_CTG1",31104994,31106330,"C6orf15"
"2436","CHR_HSCHR6_MHC_MCF_CTG1",31189747,31191083,"C6orf15"
"2437","CHR_HSCHR6_MHC_COX_CTG1",31103717,31105053,"C6orf15"
"2438","6",31111223,31112575,"C6orf15"
"2439","6",87344813,87365463,"C6orf163"
"2440","6",4079209,4130951,"C6orf201"
"2441","6",44000580,44007612,"C6orf223"
"2442","6",42890265,42890821,"C6orf226"
"2443","CHR_HSCHR6_MHC_MANN_CTG1",31697751,31700226,"C6orf47"
"2444","CHR_HSCHR6_MHC_SSTO_CTG1",31649040,31651514,"C6orf47"
"2445","CHR_HSCHR6_MHC_QBL_CTG1",31648523,31650997,"C6orf47"
"2446","CHR_HSCHR6_MHC_COX_CTG1",31645706,31648178,"C6orf47"
"2447","CHR_HSCHR6_MHC_DBB_CTG1",31640476,31642950,"C6orf47"
"2448","CHR_HSCHR6_MHC_MCF_CTG1",31734577,31737051,"C6orf47"
"2449","6",31658298,31660778,"C6orf47"
"2450","CHR_HG2057_PATCH",10671418,10694797,"C6orf52"
"2451","6",10671418,10694797,"C6orf52"
"2452","6",127519455,127591820,"C6orf58"
"2453","6",24704861,24719998,"C6orf62"
"2454","6",36871870,36928964,"C6orf89"
"2455","5",40909492,40984643,"C7"
"2456","7",42909273,42912305,"C7orf25"
"2457","7",25134692,25180356,"C7orf31"
"2458","7",148590766,148615860,"C7orf33"
"2459","7",996986,1138260,"C7orf50"
"2460","7",48035511,48061304,"C7orf57"
"2461","7",124777292,124790689,"C7orf77"
"2462","1",56854768,56918223,"C8A"
"2463","1",56929207,56974383,"C8B"
"2464","9",136945185,136946975,"C8G"
"2465","8",145052465,145066685,"C8orf33"
"2466","8",68330955,68819023,"C8orf34"
"2467","8",68302246,68331689,"C8orf34-AS1"
"2468","8",66667615,66685564,"C8orf44"
"2469","8",66667596,66860472,"C8orf44-SGK3"
"2470","8",13566869,13568288,"C8orf48"
"2471","8",22599599,22604150,"C8orf58"
"2472","CHR_HG76_PATCH",9251333,9279211,"C8orf74"
"2473","8",10672628,10700590,"C8orf74"
"2474","8",123219967,123241377,"C8orf76"
"2475","8",144525733,144529132,"C8orf82"
"2476","8",38510834,38560939,"C8orf86"
"2477","8",90958471,90985238,"C8orf88"
"2478","8",73241331,73259530,"C8orf89"
"2479","5",39284140,39371324,"C9"
"2480","9",93335374,93346152,"C9orf129"
"2481","9",35041095,35045986,"C9orf131"
"2482","9",110190048,110208159,"C9orf152"
"2483","9",86220265,86259657,"C9orf153"
"2484","9",136483495,136486067,"C9orf163"
"2485","9",34379019,34397828,"C9orf24"
"2486","9",74946583,74952912,"C9orf40"
"2487","9",113410054,113429690,"C9orf43"
"2488","9",129612225,129621101,"C9orf50"
"2489","9",72051376,72072721,"C9orf57"
"2490","9",83938311,83956986,"C9orf64"
"2491","9",27535640,27573866,"C9orf72"
"2492","9",129827290,129835863,"C9orf78"
"2493","9",71911510,71986054,"C9orf85"
"2494","9",16203935,16410990,"C9orf92"
"2495","8",85327608,85379014,"CA1"
"2496","17",51630313,52160017,"CA10"
"2497","19",48637946,48646187,"CA11"
"2498","15",63321378,63381846,"CA12"
"2499","8",85220587,85284073,"CA13"
"2500","1",150257251,150265078,"CA14"
"2501","8",85463968,85481493,"CA2"
"2502","8",85373436,85449040,"CA3"
"2503","8",85440596,85464915,"CA3-AS1"
"2504","17",60149942,60170899,"CA4"
"2505","16",87881546,87936580,"CA5A"
"2506","X",15688830,15788411,"CA5B"
"2507","X",15681053,15703192,"CA5BP1"
"2508","1",8945867,8975092,"CA6"
"2509","16",66844414,66854153,"CA7"
"2510","8",60185412,60281400,"CA8"
"2511","9",35673928,35681159,"CA9"
"2512","9",26840685,26892803,"CAAP1"
"2513","2",230712842,230821075,"CAB39"
"2514","13",49308650,49444064,"CAB39L"
"2515","10",61662929,61766766,"CABCOCO1"
"2516","CHR_HSCHR22_1_CTG7",24065455,24065991,"CABIN1"
"2517","22",24011192,24178628,"CABIN1"
"2518","18",23134564,23260470,"CABLES1"
"2519","20",62388634,62407285,"CABLES2"
"2520","12",120640626,120667324,"CABP1"
"2521","11",67518912,67524517,"CABP2"
"2522","11",67452406,67461752,"CABP4"
"2523","19",48029383,48044079,"CABP5"
"2524","22",29720003,29731833,"CABP7"
"2525","4",70334981,70337116,"CABS1"
"2526","18",24138987,24161600,"CABYR"
"2527","CHR_HG2030_PATCH",133460113,133470996,"CACFD1"
"2528","9",133459965,133470848,"CACFD1"
"2529","1",64470129,64693058,"CACHD1"
"2530","19",13206442,13633025,"CACNA1A"
"2531","9",137877782,138124624,"CACNA1B"
"2532","CHR_HG1815_PATCH",1970786,2703922,"CACNA1C"
"2533","12",1970772,2697950,"CACNA1C"
"2534","CHR_HG1815_PATCH",2681973,2697172,"CACNA1C-AS1"
"2535","12",2676001,2691200,"CACNA1C-AS1"
"2536","CHR_HG1815_PATCH",2674472,2678192,"CACNA1C-AS2"
"2537","12",2668500,2672220,"CACNA1C-AS2"
"2538","CHR_HG1815_PATCH",2219485,2223479,"CACNA1C-AS4"
"2539","12",2219485,2223479,"CACNA1C-AS4"
"2540","CHR_HG1815_PATCH",2275748,2294909,"CACNA1C-IT3"
"2541","12",2269776,2288937,"CACNA1C-IT3"
"2542","3",53328963,53813733,"CACNA1D"
"2543","1",181317690,181813262,"CACNA1E"
"2544","X",49205063,49233371,"CACNA1F"
"2545","17",50560715,50627474,"CACNA1G"
"2546","17",50556207,50562108,"CACNA1G-AS1"
"2547","16",1153106,1221771,"CACNA1H"
"2548","22",39570753,39689735,"CACNA1I"
"2549","1",201039512,201112451,"CACNA1S"
"2550","7",81946444,82443956,"CACNA2D1"
"2551","3",50362613,50504244,"CACNA2D2"
"2552","3",54122547,55074557,"CACNA2D3"
"2553","3",54874605,54901255,"CACNA2D3-AS1"
"2554","CHR_HG1815_PATCH",1791963,1918666,"CACNA2D4"
"2555","12",1791963,1918666,"CACNA2D4"
"2556","17",39173453,39197702,"CACNB1"
"2557","10",18140424,18543557,"CACNB2"
"2558","12",48813794,48828941,"CACNB3"
"2559","2",151832771,152099167,"CACNB4"
"2560","17",67044554,67056797,"CACNG1"
"2561","22",36560857,36703752,"CACNG2"
"2562","16",24256335,24362412,"CACNG3"
"2563","17",66964707,67033398,"CACNG4"
"2564","17",66835117,66894751,"CACNG5"
"2565","19",53991637,54012666,"CACNG6"
"2566","19",53909278,53943950,"CACNG7"
"2567","19",53962937,53990215,"CACNG8"
"2568","19",3610645,3626815,"CACTIN"
"2569","19",3607247,3613930,"CACTIN-AS1"
"2570","10",118674167,118755249,"CACUL1"
"2571","1",174999163,175012027,"CACYBP"
"2572","2",27217369,27243943,"CAD"
"2573","11",115169218,115504957,"CADM1"
"2574","3",84958989,86074429,"CADM2"
"2575","3",85799987,85828050,"CADM2-AS2"
"2576","1",159171609,159203313,"CADM3"
"2577","1",159194325,159207973,"CADM3-AS1"
"2578","19",43622368,43639850,"CADM4"
"2579","3",62398346,62875416,"CADPS"
"2580","7",122318411,122886759,"CADPS2"
"2581","6",7326656,7389742,"CAGE1"
"2582","6",163413061,163413960,"CAHM"
"2583","8",90058608,90095475,"CALB1"
"2584","CHR_HSCHR16_4_CTG3_1",71363481,71395224,"CALB2"
"2585","16",71358713,71390436,"CALB2"
"2586","11",14966622,14972354,"CALCA"
"2587","11",14904997,15082342,"CALCB"
"2588","12",53708517,53727745,"CALCOCO1"
"2589","17",48831018,48866522,"CALCOCO2"
"2590","7",93424486,93574730,"CALCR"
"2591","2",187341964,187448460,"CALCRL"
"2592","7",134744252,134970729,"CALD1"
"2593","10",103453240,103458900,"CALHM1"
"2594","10",103446786,103452402,"CALHM2"
"2595","10",103472804,103479240,"CALHM3"
"2596","6",116529013,116561127,"CALHM4"
"2597","6",116511639,116524788,"CALHM5"
"2598","6",116461370,116463771,"CALHM6"
"2599","14",90396502,90408268,"CALM1"
"2600","2",47160084,47176921,"CALM2"
"2601","19",46601074,46610782,"CALM3"
"2602","10",5524961,5526771,"CALML3"
"2603","10",5510036,5526246,"CALML3-AS1"
"2604","15",68190705,68206079,"CALML4"
"2605","10",5498697,5499570,"CALML5"
"2606","1",1915108,1917296,"CALML6"
"2607","7",71779491,72447151,"CALN1"
"2608","19",12938578,12944489,"CALR"
"2609","19",16479061,16496167,"CALR3"
"2610","7",128739292,128773400,"CALU"
"2611","10",133324072,133336935,"CALY"
"2612","3",9757347,9769992,"CAMK1"
"2613","10",12349547,12835545,"CAMK1D"
"2614","1",209583714,209613939,"CAMK1G"
"2615","5",150219491,150290093,"CAMK2A"
"2616","7",44210019,44334577,"CAMK2B"
"2617","4",113418054,113761927,"CAMK2D"
"2618","10",73812501,73874591,"CAMK2G"
"2619","1",20482391,20486210,"CAMK2N1"
"2620","3",184259213,184261553,"CAMK2N2"
"2621","5",111223653,111494886,"CAMK4"
"2622","17",3860315,3894891,"CAMKK1"
"2623","12",121237675,121298308,"CAMKK2"
"2624","2",44361947,44772592,"CAMKMT"
"2625","3",49857988,49869935,"CAMKV"
"2626","5",134738495,134752157,"CAMLG"
"2627","3",48223347,48225491,"CAMP"
"2628","9",135808487,135907546,"CAMSAP1"
"2629","1",200738893,200860704,"CAMSAP2"
"2630","19",7595863,7618304,"CAMSAP3"
"2631","1",6785454,7769706,"CAMTA1"
"2632","1",6783892,6784843,"CAMTA1-DT"
"2633","17",4967992,4987675,"CAMTA2"
"2634","12",67269358,67319953,"CAND1"
"2635","3",12796472,12834804,"CAND2"
"2636","17",78991716,79009867,"CANT1"
"2637","CHR_HG30_PATCH",179679612,179732514,"CANX"
"2638","5",179678628,179731641,"CANX"
"2639","1",40040233,40072649,"CAP1"
"2640","6",17393595,17557780,"CAP2"
"2641","2",85394753,85418432,"CAPG"
"2642","11",65180566,65212006,"CAPN1"
"2643","2",240586734,240617705,"CAPN10"
"2644","2",240582700,240586699,"CAPN10-DT"
"2645","6",44158811,44184401,"CAPN11"
"2646","19",38730187,38769904,"CAPN12"
